pet_sale_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_21594,2015-09-03 00:00:00,2015-10-16 18:33:00,2.0,White,0.49,24.41,13,9,0,1
ANSL_7425,2014-10-05 00:00:00,2015-10-26 13:51:00,1.0,Tricolor,0.39,34.97,13,9,0,2
ANSL_34872,2017-10-22 00:00:00,2019-01-14 15:41:00,0.0,Black,0.78,43.84,0,7,1,1
ANSL_48525,2009-03-24 00:00:00,2017-12-08 14:12:00,1.0,Red,0.15,40.04,0,1,0,2
ANSL_17174,2014-09-10 00:00:00,2015-01-30 16:45:00,1.0,Black,0.5,42.74,13,9,0,1
ANSL_36636,2016-09-27 00:00:00,2017-10-17 13:44:00,2.0,Brown,0.58,30.01,0,7,0,2
ANSL_49246,2010-02-23 00:00:00,2017-03-22 16:17:00,0.0,Black,0.91,19.36,0,1,1,2
ANSL_4594,2014-08-17 00:00:00,2015-10-01 16:30:00,1.0,Cream,0.32,13.82,0,1,0,2
ANSL_26459,2015-10-11 00:00:00,2016-04-19 16:29:00,0.0,Tortie,0.16,6.58,0,1,1,1
ANSL_47892,2004-12-11 00:00:00,2017-07-07 14:31:00,0.0,Tortie,0.7,12.13,7,1,1,1
ANSL_6506,2014-12-07 00:00:00,2015-01-12 19:21:00,2.0,Blue Tabby,0.76,11.46,13,9,1,1
ANSL_31138,2012-11-04 00:00:00,2019-03-20 18:39:00,1.0,Tricolor,0.53,19.64,0,7,0,2
ANSL_47127,2018-06-14 00:00:00,2018-10-09 17:59:00,1.0,Orange,0.35,45.39,0,1,0,1
ANSL_8408,2014-10-16 00:00:00,2015-12-23 12:02:00,1.0,Sable,0.26,31.39,0,1,0,2
ANSL_3607,2014-10-20 00:00:00,2015-11-10 08:38:00,,Brown,0.71,16.89,0,3,2,4
ANSL_14735,2013-10-26 00:00:00,2015-11-28 17:08:00,0.0,Buff,0.12,39.02,0,1,1,2
ANSL_34001,2016-05-24 00:00:00,2017-06-16 10:02:00,,Brown,0.58,16.66,15,4,2,4
ANSL_3262,2015-04-29 00:00:00,2015-06-13 18:39:00,2.0,Calico,0.22,20.97,13,9,1,1
ANSL_18590,2015-08-02 00:00:00,2015-10-18 15:31:00,2.0,White,0.87,37.03,13,9,0,1
ANSL_967,2013-12-02 00:00:00,2016-02-04 17:37:00,1.0,White,0.69,24.07,0,1,0,2
ANSL_6321,2012-06-18 00:00:00,2015-07-20 17:29:00,0.0,Tricolor,0.13,32.67,0,1,1,2
ANSL_7208,2007-09-02 00:00:00,2015-09-29 18:11:00,1.0,Chocolate,0.36,10.11,0,1,0,2
ANSL_33576,2009-10-09 00:00:00,2017-11-01 10:24:00,1.0,Black Brindle,0.13,27.0,7,1,0,2
ANSL_49624,2014-01-06 00:00:00,2017-02-08 11:59:00,0.0,Brown Tabby,0.89,17.31,13,9,1,1
ANSL_26341,2015-05-01 00:00:00,2016-05-25 12:20:00,0.0,Tan,0.04,44.99,0,1,1,2
ANSL_17560,2013-06-25 00:00:00,2015-07-19 14:58:00,2.0,White,0.85,17.08,13,9,1,2
ANSL_6421,2014-03-02 00:00:00,2016-03-30 14:29:00,0.0,Brown Tabby,0.17,33.24,0,7,1,1
ANSL_22598,2016-01-09 00:00:00,2016-07-04 12:30:00,1.0,Red,0.21,24.43,0,1,0,2
ANSL_35579,2017-01-17 00:00:00,2017-07-09 17:49:00,1.0,Red,0.61,41.09,0,7,0,2
ANSL_43189,2018-01-01 00:00:00,2018-03-16 17:16:00,2.0,Brown Tabby,0.28,44.9,0,1,1,1
ANSL_26295,2015-12-08 00:00:00,2016-07-14 16:51:00,0.0,Brown Tabby,0.74,27.1,0,1,1,1
ANSL_22315,2014-01-03 00:00:00,2015-01-20 18:14:00,0.0,Black,0.32,27.87,0,7,1,2
ANSL_36193,2017-04-11 00:00:00,2018-02-01 18:19:00,0.0,Black,0.02,24.5,0,7,1,2
ANSL_21582,2013-11-30 00:00:00,2015-12-29 15:40:00,2.0,Blue,0.53,37.94,4,4,1,2
ANSL_43874,2012-05-14 00:00:00,2019-01-05 11:21:00,1.0,Gray,0.59,15.77,13,9,0,2
ANSL_9940,2015-10-23 00:00:00,2015-12-13 18:51:00,2.0,Brown Tabby,0.11,10.1,13,9,1,1
ANSL_22307,2010-10-01 00:00:00,2015-11-27 13:04:00,1.0,White,0.24,19.63,7,1,0,2
ANSL_22106,2015-06-24 00:00:00,2015-08-05 12:03:00,2.0,Brown Tabby,0.27,16.91,13,9,0,1
ANSL_31934,2015-07-19 00:00:00,2016-08-08 17:39:00,,Green,0.92,48.4,18,4,2,4
ANSL_45057,2009-11-22 00:00:00,2018-12-28 14:15:00,1.0,Brown Tabby,0.56,15.06,0,1,0,1
ANSL_17840,2012-03-13 00:00:00,2016-04-01 17:29:00,1.0,Black,0.14,9.06,0,7,0,2
ANSL_9624,2014-11-28 00:00:00,2015-03-25 15:58:00,1.0,Orange Tabby,0.38,33.16,0,1,0,1
ANSL_48414,2016-03-31 00:00:00,2017-04-27 08:22:00,,Black,0.5,43.0,15,4,2,4
ANSL_36053,2010-02-12 00:00:00,2017-03-10 17:29:00,0.0,Brown,0.75,37.56,0,7,1,2
ANSL_37899,2018-07-14 00:00:00,2018-12-14 19:02:00,1.0,Brown Tabby,0.18,18.78,0,1,0,1
ANSL_19134,2014-04-18 00:00:00,2015-07-16 14:01:00,1.0,White,0.81,26.56,0,1,0,2
ANSL_2947,2013-10-17 00:00:00,2015-05-09 15:26:00,1.0,Blue Tabby,0.1,15.24,16,9,0,1
ANSL_5464,2008-10-07 00:00:00,2016-03-27 16:54:00,1.0,White,0.92,27.38,0,7,0,2
ANSL_28261,2016-10-13 00:00:00,2017-03-05 21:07:00,1.0,Blue Tabby,0.37,45.57,0,1,0,1
ANSL_15065,2013-02-23 00:00:00,2015-03-20 14:18:00,2.0,Red,0.52,15.33,1,4,0,2
ANSL_12641,2014-06-14 00:00:00,2015-07-13 11:34:00,0.0,Red,0.8,32.0,0,1,1,2
ANSL_43838,2016-09-09 00:00:00,2018-11-23 19:31:00,1.0,White,0.02,18.81,0,1,0,2
ANSL_20491,2015-03-22 00:00:00,2015-12-13 13:52:00,1.0,Tan,0.24,39.8,13,9,0,2
ANSL_22761,2011-04-30 00:00:00,2016-05-23 17:17:00,1.0,Black,0.63,23.51,0,7,0,2
ANSL_9890,2015-11-29 00:00:00,2016-02-12 09:34:00,2.0,Tan,0.2,24.45,18,4,0,2
ANSL_16299,2014-04-21 00:00:00,2015-05-16 17:58:00,1.0,Brown Merle,0.51,7.49,0,1,0,2
ANSL_33546,2015-12-23 00:00:00,2017-02-07 00:00:00,1.0,Tricolor,0.8,10.35,13,9,0,2
ANSL_7813,2013-04-05 00:00:00,2015-04-30 18:35:00,0.0,White,0.65,45.78,0,1,1,2
ANSL_36282,2013-12-17 00:00:00,2018-01-08 08:51:00,0.0,White,0.14,13.84,13,9,1,2
ANSL_26770,2017-07-14 00:00:00,2017-10-19 17:54:00,0.0,Brown Tabby,0.5,31.58,7,1,1,1
ANSL_42545,2016-11-15 00:00:00,2017-10-11 18:16:00,1.0,Gold,0.44,19.94,0,1,0,2
ANSL_22415,2016-03-03 00:00:00,2015-12-20 17:29:00,1.0,Black,0.62,31.0,0,1,0,2
ANSL_41327,2017-09-27 00:00:00,2017-12-17 10:09:00,2.0,Tortie,0.82,46.88,7,1,1,1
ANSL_32432,2016-02-11 00:00:00,2018-03-22 15:28:00,1.0,White,0.69,14.77,10,2,0,1
ANSL_3412,2011-06-19 00:00:00,2015-07-12 17:25:00,2.0,Brown Brindle,0.29,29.8,13,9,1,2
ANSL_17176,2007-02-08 00:00:00,2015-03-13 11:04:00,1.0,Chocolate,0.33,6.68,13,9,0,2
ANSL_3561,2012-11-10 00:00:00,2015-01-16 17:05:00,0.0,Brown,0.37,20.41,0,1,1,2
ANSL_2636,2014-10-07 00:00:00,2015-10-28 09:00:00,1.0,Black,0.6,22.71,16,9,0,1
ANSL_47730,2017-08-23 00:00:00,2018-03-17 14:59:00,2.0,Tan,0.42,48.72,0,7,1,2
ANSL_20562,2012-05-28 00:00:00,2015-06-20 11:12:00,2.0,Brown,0.49,8.97,0,7,0,2
ANSL_27214,2013-10-12 00:00:00,2019-03-20 14:35:00,0.0,Brown Tabby,0.69,7.36,0,1,1,1
ANSL_26175,2015-08-08 00:00:00,2016-07-08 13:49:00,0.0,Brown,1.0,49.06,0,1,1,2
ANSL_27558,2014-03-29 00:00:00,2018-01-04 19:21:00,0.0,White,0.33,9.09,0,1,1,2
ANSL_1934,2015-06-21 00:00:00,2016-01-17 13:54:00,2.0,Brown,0.34,18.48,13,9,1,2
ANSL_15462,2015-05-21 00:00:00,2015-06-26 14:37:00,2.0,Lynx Point,0.25,5.75,13,9,1,1
ANSL_45280,2017-08-02 00:00:00,2018-09-08 16:19:00,1.0,Tan,0.56,10.36,0,1,0,2
ANSL_47781,2018-11-30 00:00:00,2019-02-22 16:17:00,2.0,Brown Tabby,0.54,26.9,13,9,0,1
ANSL_40989,2016-07-13 00:00:00,2016-10-13 12:23:00,2.0,Blue,0.45,19.72,13,9,0,1
ANSL_37615,2018-06-15 00:00:00,2018-09-26 13:38:00,0.0,Calico,0.65,31.0,7,1,1,1
ANSL_31166,2018-07-10 00:00:00,2018-09-05 13:19:00,2.0,Orange Tabby,0.99,43.98,8,2,0,1
ANSL_29781,2018-07-25 00:00:00,2018-09-29 16:50:00,2.0,Black,0.88,30.13,13,9,1,1
ANSL_32133,2017-05-22 00:00:00,2018-02-17 19:27:00,0.0,Black,0.52,7.13,0,1,1,2
ANSL_44286,2014-12-14 00:00:00,2018-01-05 19:01:00,1.0,Fawn,0.45,48.52,0,1,0,2
ANSL_34047,2015-01-31 00:00:00,2017-03-10 11:18:00,2.0,Tan,0.78,29.12,13,9,1,2
ANSL_20198,2014-10-27 00:00:00,2015-02-11 11:58:00,1.0,Blue,0.59,6.33,12,1,0,1
ANSL_37003,2010-07-20 00:00:00,2017-08-20 11:45:00,0.0,Brown,0.08,31.59,13,9,1,2
ANSL_6027,2015-09-14 00:00:00,2016-01-30 18:07:00,0.0,Blue Merle,0.95,37.46,0,1,1,2
ANSL_16735,2009-09-19 00:00:00,2015-10-13 16:43:00,1.0,Red,0.85,30.55,0,7,0,2
ANSL_12616,2014-03-27 00:00:00,2015-04-06 15:49:00,0.0,Black,0.24,24.42,13,9,1,1
ANSL_31541,2012-02-28 00:00:00,2018-04-02 18:08:00,1.0,Brown Tabby,0.23,22.16,0,1,0,1
ANSL_8633,2013-03-29 00:00:00,2015-04-21 15:15:00,2.0,Blue Tabby,0.28,26.14,16,9,0,1
ANSL_15974,2013-09-18 00:00:00,2015-04-18 16:59:00,0.0,White,0.47,5.32,0,7,1,2
ANSL_8076,2015-07-03 00:00:00,2015-09-29 18:11:00,2.0,Black,0.84,27.78,13,9,0,1
ANSL_16538,2015-03-17 00:00:00,2015-10-07 18:20:00,,Brown,0.77,7.3,13,9,2,4
ANSL_15766,2010-03-22 00:00:00,2015-04-17 15:45:00,0.0,White,0.67,47.96,13,9,1,2
ANSL_11473,2015-05-27 00:00:00,2015-09-13 14:43:00,1.0,White,0.85,29.68,0,1,0,1
ANSL_1492,2015-08-09 00:00:00,2015-10-30 14:10:00,2.0,Blue Tabby,0.85,42.72,13,9,1,1
ANSL_31629,2017-09-15 00:00:00,2017-10-08 13:29:00,2.0,Tortie,0.78,13.43,13,9,1,1
ANSL_11083,2012-01-04 00:00:00,2015-02-26 12:54:00,0.0,Brown,0.69,43.47,13,9,1,2
ANSL_1812,2013-11-12 00:00:00,2015-12-07 16:04:00,0.0,Buff,0.4,28.54,13,9,1,2
ANSL_5087,2015-06-26 00:00:00,2015-10-01 17:27:00,0.0,Tortie,0.62,13.58,0,1,1,1
ANSL_42665,2013-07-28 00:00:00,2017-02-21 11:42:00,1.0,Orange Tabby,0.08,37.11,0,7,0,1
ANSL_41646,2017-04-09 00:00:00,2017-06-01 09:59:00,,Brown,0.38,34.31,15,4,2,4
ANSL_31180,2012-10-21 00:00:00,2018-11-22 15:54:00,0.0,Brown,0.91,16.96,0,7,1,2
ANSL_48998,2016-12-28 00:00:00,2017-05-23 17:59:00,1.0,Buff,0.61,41.75,0,1,0,2
ANSL_15928,2015-04-24 00:00:00,2015-10-11 14:20:00,0.0,Black,0.28,7.39,0,1,1,1
ANSL_3582,2012-12-11 00:00:00,2015-02-06 14:44:00,0.0,Brown Tabby,0.68,14.24,16,9,1,1
ANSL_15407,2015-08-12 00:00:00,2015-09-24 12:48:00,2.0,Brown Tabby,0.48,31.61,13,9,1,1
ANSL_47935,2017-01-10 00:00:00,2017-09-09 18:57:00,0.0,White,0.53,44.14,0,1,1,4
ANSL_2052,2011-09-13 00:00:00,2015-04-20 16:11:00,0.0,Brown,0.41,38.23,0,7,1,2
ANSL_46148,2015-12-09 00:00:00,2018-09-09 18:38:00,2.0,Brown,0.01,17.87,0,7,1,2
ANSL_4423,2001-05-25 00:00:00,2015-03-16 14:34:00,2.0,Tan,0.65,42.48,0,7,1,2
ANSL_33218,2015-12-28 00:00:00,2017-07-25 11:37:00,2.0,White,0.17,48.8,0,7,0,2
ANSL_41762,2017-02-19 00:00:00,2019-03-10 19:45:00,2.0,White,0.9,44.82,0,7,1,2
ANSL_10401,2008-09-27 00:00:00,2015-12-01 08:52:00,1.0,White,0.53,6.61,1,4,0,2
ANSL_18635,2014-10-16 00:00:00,2015-07-15 13:25:00,0.0,Black,0.13,5.35,13,9,1,2
ANSL_5579,2015-03-10 00:00:00,2016-03-30 11:43:00,0.0,Blue,0.25,28.33,0,1,1,1
ANSL_8436,2008-03-27 00:00:00,2015-04-17 17:41:00,1.0,Buff,0.14,5.7,0,1,0,2
ANSL_38978,2016-09-11 00:00:00,2017-01-09 15:12:00,1.0,Brown Tabby,0.28,19.55,0,1,0,1
ANSL_21245,2015-03-29 00:00:00,2015-06-18 17:42:00,1.0,Brown,0.86,21.79,7,1,0,2
ANSL_20120,2014-03-22 00:00:00,2015-04-12 14:39:00,,Brown,0.6,22.8,15,4,2,4
ANSL_18299,2013-12-24 00:00:00,2016-01-15 18:08:00,0.0,White,0.36,11.98,0,7,1,2
ANSL_38212,2017-09-16 00:00:00,2017-11-07 09:59:00,,White,0.6,16.1,13,9,2,1
ANSL_46242,2016-11-06 00:00:00,2017-11-28 09:00:00,1.0,Brown Tabby,0.37,15.68,16,9,0,1
ANSL_26190,2011-05-01 00:00:00,2016-05-21 12:32:00,0.0,Red,0.81,39.85,0,7,1,2
ANSL_46531,2015-09-17 00:00:00,2017-11-23 18:02:00,0.0,Black,0.45,15.15,0,1,1,2
ANSL_16296,2015-08-28 00:00:00,2015-12-10 12:37:00,0.0,White,0.31,25.71,0,1,1,2
ANSL_20870,2013-01-04 00:00:00,2015-01-25 19:03:00,,Brown,0.7,19.67,0,3,2,4
ANSL_3066,2014-12-25 00:00:00,2015-01-25 13:32:00,2.0,Black,0.66,15.53,13,9,0,2
ANSL_30419,2016-07-01 00:00:00,2019-03-06 13:31:00,0.0,Black,0.49,46.1,0,7,1,2
ANSL_12897,2015-01-14 00:00:00,2016-02-12 14:17:00,1.0,Black,0.01,20.54,13,9,0,2
ANSL_32703,2010-09-05 00:00:00,2018-10-01 15:49:00,1.0,Black,0.4,19.79,0,1,0,2
ANSL_38557,2014-06-12 00:00:00,2017-07-03 16:18:00,,Brown,0.92,30.01,15,4,2,4
ANSL_13135,2015-09-08 00:00:00,2015-10-29 16:11:00,2.0,Orange Tabby,0.35,10.94,13,9,0,1
ANSL_49058,2016-04-30 00:00:00,2017-05-25 10:25:00,1.0,White,0.5,23.43,0,1,0,2
ANSL_42962,2008-01-05 00:00:00,2018-02-02 13:36:00,1.0,Flame Point,0.16,10.47,0,1,0,1
ANSL_13278,2015-09-03 00:00:00,2015-12-14 17:02:00,1.0,White,0.14,27.16,0,1,0,2
ANSL_48966,2014-07-21 00:00:00,2016-08-11 11:57:00,,Brown,0.56,32.52,15,4,2,4
ANSL_15537,2014-10-29 00:00:00,2015-02-06 17:31:00,1.0,Brown,0.09,30.78,0,1,0,2
ANSL_20125,2015-05-16 00:00:00,2015-06-11 18:04:00,,Orange Tabby,0.48,26.57,13,9,2,1
ANSL_3183,2014-09-25 00:00:00,2015-01-17 16:59:00,0.0,White,0.01,20.91,0,1,1,2
ANSL_42389,2016-05-18 00:00:00,2017-01-19 15:26:00,0.0,Black,0.63,46.91,13,9,1,1
ANSL_29336,2008-06-28 00:00:00,2016-12-04 17:23:00,1.0,Black,0.62,15.81,0,7,0,2
ANSL_43134,2011-01-24 00:00:00,2017-02-14 11:33:00,0.0,Red Merle,0.63,27.8,0,7,1,2
ANSL_39641,2017-09-08 00:00:00,2018-04-02 00:00:00,2.0,Black,0.7,6.83,13,9,1,2
ANSL_2756,2014-07-16 00:00:00,2015-08-15 18:10:00,1.0,Brown,0.37,20.15,0,1,0,2
ANSL_17119,2014-04-25 00:00:00,2015-04-07 17:30:00,1.0,Black,0.18,5.24,0,1,0,2
ANSL_33248,2016-10-09 00:00:00,2017-01-02 18:24:00,1.0,Black,0.89,46.52,0,1,0,2
ANSL_10019,2011-12-30 00:00:00,2015-01-20 11:45:00,1.0,Black,0.12,20.36,18,4,0,1
ANSL_857,2010-12-04 00:00:00,2016-01-06 16:54:00,1.0,White,0.41,10.94,0,1,0,2
ANSL_14242,2011-03-25 00:00:00,2015-04-20 13:33:00,0.0,Black,0.29,47.22,0,1,1,2
ANSL_37825,2016-05-13 00:00:00,2018-07-03 13:04:00,0.0,Cream Tabby,0.76,30.66,0,1,1,1
ANSL_6128,2014-09-29 00:00:00,2015-11-09 13:45:00,2.0,Torbie,0.43,46.24,13,9,1,1
ANSL_4486,2015-08-05 00:00:00,2015-09-26 14:24:00,2.0,Torbie,0.56,6.61,13,9,1,1
ANSL_34954,2017-11-28 00:00:00,2018-01-02 16:14:00,2.0,Brown Tabby,0.56,44.73,13,9,1,1
ANSL_40860,2016-07-19 00:00:00,2017-02-09 09:00:00,,Orange Tabby,0.0,34.77,16,9,2,1
ANSL_23268,2015-07-14 00:00:00,2016-07-01 17:13:00,1.0,Red,0.94,49.64,0,1,0,2
ANSL_23321,2016-02-29 00:00:00,2016-05-12 18:54:00,0.0,White,0.34,8.39,7,1,1,2
ANSL_37683,2018-01-04 00:00:00,2019-03-21 19:09:00,2.0,White,0.18,18.08,13,9,0,2
ANSL_21584,2012-01-16 00:00:00,2015-02-24 09:52:00,1.0,Black,0.86,12.28,0,7,0,2
ANSL_44782,2011-09-01 00:00:00,2017-05-29 16:25:00,0.0,Black,0.57,10.52,0,1,1,2
ANSL_43417,2009-01-28 00:00:00,2019-02-18 17:57:00,1.0,Orange Tabby,0.48,24.91,0,7,0,1
ANSL_4479,2015-01-01 00:00:00,2015-03-22 18:19:00,2.0,Black,0.3,33.79,13,9,1,2
ANSL_35568,2010-04-20 00:00:00,2017-01-20 15:10:00,0.0,White,0.32,42.66,0,1,1,2
ANSL_8462,2012-06-12 00:00:00,2015-07-03 11:26:00,1.0,Black,0.87,36.8,0,7,0,2
ANSL_49549,2016-07-10 00:00:00,2017-08-04 11:26:00,2.0,White,0.21,27.45,0,1,1,0
ANSL_16264,2015-07-13 00:00:00,2015-10-24 16:03:00,0.0,Black,0.64,41.17,0,1,1,2
ANSL_27392,2016-09-12 00:00:00,2018-10-14 22:56:00,1.0,Brown Tabby,0.81,15.26,0,7,0,1
ANSL_10508,2015-07-04 00:00:00,2015-10-22 19:48:00,0.0,Brown Tabby,0.85,10.4,7,1,1,1
ANSL_13957,2014-04-20 00:00:00,2015-05-13 08:48:00,,Red,0.69,30.72,0,3,2,4
ANSL_18608,2014-10-23 00:00:00,2015-05-10 13:09:00,1.0,Brown Tabby,0.78,8.62,13,9,0,1
ANSL_48041,2010-11-07 00:00:00,2017-09-24 15:16:00,1.0,Blue,0.22,20.14,7,1,0,1
ANSL_30506,2003-07-14 00:00:00,2017-07-29 13:52:00,1.0,Brown Tabby,0.57,43.92,0,7,0,1
ANSL_34621,2015-04-04 00:00:00,2017-04-30 16:57:00,0.0,Brown Brindle,0.25,35.25,0,1,1,2
ANSL_23450,2010-12-08 00:00:00,2016-04-05 16:12:00,0.0,Brown,0.88,14.8,0,7,1,2
ANSL_34669,2015-08-30 00:00:00,2017-09-20 10:59:00,,Gray,0.36,41.94,18,4,2,4
ANSL_3568,2010-02-02 00:00:00,2016-02-27 16:11:00,2.0,Brown Brindle,0.22,47.13,0,7,1,2
ANSL_19297,2015-11-02 00:00:00,2016-01-27 11:21:00,2.0,Blue,0.46,13.27,13,9,1,1
ANSL_20953,2013-11-09 00:00:00,2015-01-16 17:06:00,1.0,Brown,0.05,30.31,0,1,0,2
ANSL_32249,2009-08-04 00:00:00,2018-10-26 13:24:00,2.0,White,0.92,31.16,0,7,0,2
ANSL_37882,2016-10-12 00:00:00,2016-11-16 14:31:00,,Cream Tabby,0.22,35.9,13,9,2,1
ANSL_24840,2015-06-28 00:00:00,2016-05-31 14:05:00,0.0,Black,0.01,15.31,0,1,1,2
ANSL_12370,2005-06-25 00:00:00,2015-08-12 18:15:00,1.0,Tan,0.89,23.85,0,1,0,2
ANSL_37299,2015-09-14 00:00:00,2018-10-09 18:33:00,1.0,Brown Tabby,0.35,24.51,13,9,0,1
ANSL_48869,2008-10-07 00:00:00,2018-10-27 00:00:00,,Blue,0.41,47.96,13,9,2,2
ANSL_2706,2012-01-21 00:00:00,2016-02-13 15:55:00,0.0,Tan,0.86,31.31,0,7,1,2
ANSL_28497,2018-10-30 00:00:00,2019-02-28 18:33:00,0.0,Calico,0.6,41.7,0,1,1,1
ANSL_47706,2016-01-06 00:00:00,2016-10-03 15:47:00,1.0,Tan,0.22,41.72,0,7,0,2
ANSL_34371,2006-10-13 00:00:00,2016-10-13 14:19:00,1.0,Sable,0.17,14.25,0,7,0,2
ANSL_26634,2015-10-03 00:00:00,2018-05-05 18:09:00,1.0,Black,0.74,18.21,0,7,0,2
ANSL_31384,2018-01-07 00:00:00,2019-01-28 13:44:00,,Brown,0.53,29.6,0,3,2,4
ANSL_17140,2013-01-28 00:00:00,2015-03-10 15:08:00,1.0,Tan,0.43,9.35,0,1,0,2
ANSL_19438,2012-08-25 00:00:00,2016-03-10 17:53:00,1.0,White,0.92,39.03,0,7,0,2
ANSL_39158,2017-09-26 00:00:00,2018-07-27 19:04:00,1.0,White,0.27,9.39,0,1,0,2
ANSL_20964,2005-02-08 00:00:00,2015-05-25 14:09:00,0.0,Brown,0.6,44.69,0,7,1,2
ANSL_7887,2014-10-29 00:00:00,2015-02-08 17:25:00,1.0,Brown,0.49,22.6,0,1,0,2
ANSL_27775,2015-05-31 00:00:00,2018-01-18 15:18:00,0.0,Tan,0.83,13.81,0,1,1,2
ANSL_46373,2016-03-29 00:00:00,2016-09-19 16:26:00,2.0,Brown,0.57,5.02,13,9,1,2
ANSL_24742,2014-04-13 00:00:00,2016-05-10 14:21:00,0.0,Fawn,0.46,26.21,13,9,1,2
ANSL_10933,2015-02-25 00:00:00,2016-03-14 17:01:00,0.0,Buff,0.49,48.88,13,9,1,2
ANSL_5244,2010-11-03 00:00:00,2015-12-04 17:31:00,0.0,Blue,0.32,22.74,0,7,1,2
ANSL_6628,2015-04-05 00:00:00,2015-11-26 13:08:00,2.0,Brown,0.76,45.88,0,7,1,2
ANSL_4220,2015-06-06 00:00:00,2015-08-29 17:35:00,0.0,Silver Tabby,0.04,38.05,0,1,1,1
ANSL_28396,2016-08-12 00:00:00,2017-02-11 16:27:00,0.0,Tortie,0.26,28.31,0,1,1,1
ANSL_27054,2017-07-15 00:00:00,2018-01-01 18:25:00,1.0,Black,1.0,21.92,0,1,0,1
ANSL_14290,2001-11-11 00:00:00,2016-01-07 17:39:00,1.0,Black,0.22,30.18,0,7,0,2
ANSL_6191,2008-01-24 00:00:00,2015-02-17 16:20:00,1.0,Lynx Point,0.48,9.74,0,7,0,1
ANSL_42324,2014-09-28 00:00:00,2016-10-18 10:26:00,,Brown,0.57,44.11,18,4,2,4
ANSL_13635,2008-07-24 00:00:00,2015-08-14 15:27:00,1.0,Brown,0.24,15.35,0,7,0,2
ANSL_1005,2015-07-05 00:00:00,2015-11-17 18:44:00,0.0,Brown Tabby,0.42,30.86,0,1,1,1
ANSL_36446,2014-07-23 00:00:00,2017-04-19 13:42:00,1.0,Tan,0.78,33.76,0,1,0,2
ANSL_5150,2014-03-19 00:00:00,2015-02-13 15:21:00,1.0,Black,0.55,20.29,13,9,0,2
ANSL_46955,2014-08-30 00:00:00,2017-09-28 17:00:00,2.0,Black,0.33,49.25,13,9,1,2
ANSL_7305,2015-07-20 00:00:00,2015-12-10 09:00:00,2.0,Orange Tabby,0.11,18.49,16,9,0,1
ANSL_25231,2015-06-15 00:00:00,2016-07-15 12:17:00,0.0,Gray,0.04,5.31,0,1,1,2
ANSL_33826,2014-09-24 00:00:00,2016-10-20 19:03:00,0.0,Brown,0.32,25.24,0,1,1,2
ANSL_42592,2015-04-19 00:00:00,2017-05-10 16:15:00,2.0,Tricolor,0.92,49.23,0,7,1,2
ANSL_37599,2016-01-18 00:00:00,2018-02-08 15:02:00,,Brown,0.45,25.47,15,4,2,4
ANSL_45093,2017-05-17 00:00:00,2018-07-20 19:04:00,1.0,Black,0.82,33.56,0,1,0,2
ANSL_40261,2015-12-18 00:00:00,2018-01-07 13:45:00,1.0,Blue,0.75,33.09,0,7,0,2
ANSL_45640,2016-04-07 00:00:00,2017-05-04 18:53:00,0.0,Tan,0.59,45.19,0,1,1,2
ANSL_41283,2014-06-01 00:00:00,2018-07-01 10:45:00,2.0,Red,0.76,20.08,13,9,1,2
ANSL_5882,2013-12-21 00:00:00,2016-01-11 16:52:00,0.0,Tan,0.94,44.18,0,7,1,2
ANSL_49726,2017-08-05 00:00:00,2018-05-29 17:35:00,0.0,Black,0.54,34.78,0,1,1,2
ANSL_7785,2014-11-23 00:00:00,2015-11-26 12:04:00,0.0,Black,0.58,18.95,13,9,1,2
ANSL_42767,2015-10-05 00:00:00,2016-10-25 13:27:00,,Brown,0.02,17.34,13,9,2,4
ANSL_18234,2015-08-14 00:00:00,2015-11-11 15:10:00,2.0,Black,0.6,36.17,13,9,0,1
ANSL_10409,2010-03-01 00:00:00,2015-04-06 16:06:00,1.0,Tan,0.36,7.83,13,9,0,2
ANSL_17191,2014-04-02 00:00:00,2015-04-23 13:08:00,,Brown,0.46,39.57,15,4,2,4
ANSL_33430,2018-06-29 00:00:00,2018-08-17 16:04:00,2.0,White,0.37,25.96,13,9,0,1
ANSL_47978,2008-07-05 00:00:00,2016-07-29 17:44:00,0.0,Buff,0.31,48.77,0,1,1,2
ANSL_11535,2015-01-16 00:00:00,2016-02-25 13:53:00,1.0,Brown,0.96,38.26,0,1,0,2
ANSL_36021,2011-09-13 00:00:00,2016-09-05 15:44:00,0.0,Fawn,0.83,5.89,0,1,1,2
ANSL_23570,2015-05-15 00:00:00,2016-06-11 14:43:00,0.0,Black,0.46,37.41,0,1,1,1
ANSL_31685,2017-03-09 00:00:00,2019-03-31 15:53:00,2.0,Torbie,0.14,6.17,13,9,1,1
ANSL_33651,2016-08-31 00:00:00,2017-09-30 00:00:00,1.0,Black,0.76,14.21,13,9,0,2
ANSL_44628,2014-06-30 00:00:00,2016-07-20 15:13:00,1.0,Brown Tabby,0.48,32.82,18,4,0,1
ANSL_27807,2017-08-11 00:00:00,2017-11-18 17:55:00,1.0,Orange Tabby,0.15,38.29,0,1,0,1
ANSL_4112,2014-06-03 00:00:00,2015-07-16 18:51:00,1.0,White,0.33,38.31,0,1,0,2
